"name","num_library","create_date","area","is_fenxiao","type_name","school_nature_name","address","content"
"肇庆医学高等专科学校","22万","1958","512","2","医药类","公办","校本部：广东省肇庆市端州区西江南路6号,鼎湖校区：广东省肇庆市鼎湖区新城北18区团结路1号","巍峨北岭，毓秀星湖，滔滔西江，古韵端城。这是一座有着两千多年文化底蕴的国家级历史名城，这是一座山、湖、城、江交融辉映的岭南名郡，素有“北回归线上绿洲”和“中国砚都”美誉，这就是粤港澳大湾区核心城市肇庆。泱泱西江之滨，瑰丽鼎湖山旁，矗立着一所以倾心培养基层医药卫生与健康产业人才而驰名南粤大地的人才摇篮——肇庆医学高等专科学校。学校办"
"广东松山职业技术学院","0","1976","921","2","理工类","公办","校本部：广东省韶关市曲江区南华曹溪路188号,浈江校区：广东省韶关市浈江区狮塘路66号","广东松山职业技术学院是由广东省人民政府举办、广东省教育厅直属管理的全日制普通高等职业院校，有46年办学历史，是全省举办高等职业教育历史最悠久的院校之一。学校现有全日制在校生20000人，其中高职扩招学生9000余人。院校代码：12060，办学性质：省属公办，录取批次：专科。【办学历史】学校前身为广东韶关钢铁集团职工大学，始办于1976年3月，办学初期校名为韶"
"广东农工商职业技术学院","70万","1952","1208","2","综合类","公办","粤垦路校区：广东省广州市天河区粤垦路198号,增城校区:广东省广州市增城区中新镇风光路393号","广东农工商职业技术学院是一所普通高等公办全日制专科院校。学校创建于1952年，前身为叶剑英元帅在兼任华南垦殖局局长期间创办的华南垦殖局机务学校，1977年经广东省革命委员会批准成立广东省农垦干部学校，1984年经广东省人民政府批准成立广东农垦管理干部学院，开始举办大专学历教育，1989年经原农业部批准挂牌“农业部华南农垦干部培训中心”，1993年更名为广东农"
"广东培正学院","75万","1993","869","2","财经类","民办","广东省广州市花都区赤坭培正路53号","广东培正学院创建于1993年，原名私立培正商学院。2005年3月，经教育部批准升为本科院校，更名为广东培正学院。2009年，被广东省学士学位评定委员会批准为学士学位授予权单位；2012年5月，顺利通过教育部本科教学工作合格评估，并于当年12月接受广东省本科高校国际化评价；2013年12月，作为发起单位之一加入非营利性民办高校联盟；2015年2月，被广东省教育厅评为广东省首"
"广东新安职业技术学院","0","1998","150","2","综合类","民办","广东省深圳市南山区沙河东路259号","广东新安职业技术学院成立于1998年，是由杰出的人民教育家王屏山同志创办，并经广东省人民政府批准设立的一所全日制民办普通高等院校，集高等职业教育、国际合作、继续教育、社会培训为一体，系深圳唯一一所民办高职院校。学校把立德树人作为培养人才之根本，始终坚持以“学会做人、打好基础、培养专长、加强实践、报效祖国”为校训，实现全员育人、全程育人、"
"顺德职业技术学院","70万","1984","1749","2","综合类","公办","广东省佛山市顺德区大良德胜东路","顺德职业技术学院成立于1999年，是经国家教育部批准成立、广东省人民政府领导管理、省市共建、顺德区政府投资兴建的高等职业技术院校，是中国特色高水平高职学校和专业建设计划B档建设单位。学校坐落于粤港澳大湾区腹地、制造业重镇佛山顺德，前身是1980年成立的顺德广播电视大学和1994年成立的顺德永强成人学院。2002年，广东顺德师范学校和顺德成人卫生中等专业学"
"佛山职业技术学院","0","1999","956","2","综合类","公办","广东省佛山市三水区乐平镇职教路3号","佛山职业技术学院于2000年6月正式挂牌成立，是经广东省人民政府批准设立、佛山市人民政府举办和主管的一所全日制公立普通高等学校。学校坐落于佛山市国家级工业园三水园区腹地，总占地面积956亩，建筑面积约29.3万平方米，政府总投资约14.6亿元，学校全日制在校生超万人。设有智能制造学院、电子信息学院、汽车工程学院、新能源与节能环保工程学院、经济管理学院、"
"潮汕职业技术学院","0","1999","500","2","综合类","民办","广东省普宁市大学路1号","潮汕职业技术学院(简称潮汕学院)创办于1999年8月，是经国家教育部批准(教发[1999]128号)设立的普通高等院校，颁发国家普通高校毕业证书。2006年12月率先通过“国家教育部全国高职高专院校人才培养工作水平评估”。学院座落于著名侨乡、商贸名城普宁市，地理位置优越，交通便利，东临厦深高铁普宁站，北接潮汕机场，背靠八百亩莲花山公园。目前设有创业学院、理工学院"
"广东理工学院","0","1995","1521","2","理工类","民办","校本部：广东省肇庆市高要区祈福大道,鼎湖校区：广东省肇庆市鼎湖区坑口金鼎路","广东理工学院是经教育部批准设立的全日制普通本科院校，前身是2004年设立的肇庆科技职业技术学院。2014年，依据《教育部关于同意在肇庆科技职业技术学院基础上建立广东理工学院的函》（教发函〔2014〕124号），学校更名为广东理工学院，同年，首批设置的5个本科专业招收第一届学生。2018年，学校获批学士学位授予单位。学校升本以来，在广东省委省政府、省委教育工委"
"广东工商职业技术大学","110万","1996","1742","2","综合类","民办","广东省肇庆市七星岩旅游景区","广东工商职业技术大学创建于1996年，是经教育部批准设立的全日制本科院校。2018年12月，经教育部批准成为全国首批十五所本科层次职业教育试点学校之一，2022年6月，经广东省学位委员会批准成为学士学位授权单位。学校位于粤港澳大湾区腹地、全国历史文化名城、全国文明城市——肇庆市。学校拥有星湖和大旺两个校区，星湖校区坐落在肇庆七星岩国家5A级风景名胜区，大"
"广州城市职业学院","0","2005","304","2","综合类","公办","广东省广州市白云区广园中路248号","广州城市职业学院是2005年3月经广东省人民政府批准、国家教育部备案，由广州市人民政府举办的广东省示范性高职院校，今年9月被确定为广东省域高水平高等职业院校建设单位。2009年5月，广州市政府批准学校加挂“广州社区学院”牌子。学校的办学理念是：“质量立校、人才强校、文化塑校、特色兴校”。办学定位是：立足广州，面向粤港澳大湾区，服务城市发展；以高等"
"广州华南商贸职业学院","0","2005","900","2","财经类","民办","广州校区：广东省广州市白云区钟落潭镇长腰岭长学路300号","广州华南商贸职业学院是2005年经广东省人民政府批准、教育部备案的财经商贸类全日制普通高等专科职业院校，与广东科技学院（应用型本科）、广州南洋理工职业学院（理工类高职专科）同属广东南博教育集团。学校坐落于广州第二大学城——白云区钟落潭镇健康城高校园区，规划占地面积900亩，现已建成校园面积387.72亩、校舍面积24.24万平方米。拥有教学仪器设备总值3093."
"广州体育职业技术学院","0","1973","271","2","体育类","公办","广东省广州市天河区长兴路338号","广州体育职业技术学院前身为创办于1973年的广州市体育运动学校和创办于1976年的广州市体工队，1996年更名为广州市伟伦体育运动学校。2004年，经广东省人民政府批准、国家教育部备案，升格为广州市政府举办的全国首家省会城市、全日制高等体育职业院校——广州体育职业技术学院。学院坚决贯彻党的教育方针，坚持社会主义办学方向，落实立德树人根本任务，履行为党育"
"广东司法警官职业学院","25万","2002","309","2","政法类","公办","龙洞校区：广东省广州市天河区龙洞龙腾路245号,石井校区：广东省广州市白云区石井石潭西路30号","广东司法警官职业学院（以下简称学院）2002年4月经广东省人民政府批准，在广东省司法警察学校（始建于1982年4月）、广东司法学校（始建于1982年11月）基础上合并组建而成，是全日制公办普通高等学校。学院设龙洞和石井两校区，主校区设在龙洞。学院为副厅级建制，归省司法厅管理，在教学及专业建设等方面受省教育厅指导。学院是广东司法行政系统人才培养基地、司法"
"广东邮电职业技术学院","20万","1949","460","2","理工类","公办","广州校区：广东省广州市天河区中山大道西191号,江门校区：广东省江门市蓬江区潮连连荷路25号","广东邮电职业技术学院（以下简称“学校”）始建于1949年11月22日，前身是被誉为“广东邮电黄埔军校”的广东省邮电学校，2002年经广东省人民政府批准，升格为普通高等职业院校，是广东省内唯一的一所公办全日制通信类高职院校，省域高水平高职院校培育单位，入选教育部首批职业院校校长培训基地、教育部职业教育“双师型”教师培训基地、全国邮政行业培训基地等全"
"清远职业技术学院","0","2002","3461","2","综合类","公办","广东省清远市清城区东城街蟠龙园","清远职业技术学院（简称“清职院”）成立于2002年，是清远市人民政府举办的综合性公办高等学校。学院坐落在有“珠江三角洲后花园”之称的中国优秀旅游城市、中国宜居城市——清远。清远距广州市中心仅60公里，毗邻白云国际机场，广清高速、广乐高速、京广铁路纵贯南北，京广高铁在市区设清远站，广清城轨正式开通运营，交通便捷。学院设有护理学院、外语与经贸"
"河源职业技术学院","20万","1930","839","2","综合类","公办","广东省河源市东环路大学城","河源职业技术学院是一所由河源市人民政府举办的全日制普通高等学校，是广东省示范性高职院校、广东省文明校园、广东省域高水平职业院校建设单位、广东省深化新时代教育评价改革试点校、国家职业院校数字校园建设实验校、教育部现代学徒制试点校。学校位于广东省河源市江东新区，背靠梧桐山，面向东江河，紧依东环路，风光旖旎，交通便利。学校占地面积838.54亩"
"珠海城市职业技术学院","28万","2004","495","2","综合类","公办","广东省珠海市金湾区德城路680号","珠海城市职业技术学院是2004年由珠海市人民政府举办的全日制公办高职院校，广东省示范性高等职业院校，广东省域高水平高等职业院校建设单位。学校先后获“中国产学研合作创新奖”“高职院校创新创业示范校50强”“高等职业院校国际影响力50强”等荣誉，为区域经济社会发展培养高素质技术技能人才做出了积极贡献。学校占地面积约33万平方米，基础设施完善，建有条"
"惠州经济职业技术学院","0","2004","700","2","财经类","民办","广东省惠州市惠城区马安镇新乐路","惠州经济职业技术学院创办于2004年3月，是经广东省人民政府批准、国家教育部备案的一所具有独立颁发国家承认三年制大专学历文凭的全日制普通高等院校。学校面向全国招收国家任务大学专科学生。学校地处经济发达、交通便利的珠江三角洲，位于素有“岭南名郡”、“粤东门户”之称，荣获“全国文明城市”、“中国优秀旅游城市”、“国家园林城市”称号，被誉为“半"
"广州华立科技职业学院","10万","1999","938","2","综合类","民办","广州校区：广东省广州市增城区广州华立科技园华立路7号,云浮校区：广东省云浮市云安区都杨镇云祥大道53号","广州华立科技职业学院是经广东省人民政府批准、国家教育部备案的全日制普通高职院校。学校始建于1999年6月，至今已有20余年办学历史。现有广州和云浮两个校区。广州校区地处穗莞深港黄金走廊和广深科技创新走廊的重要节点，位于具有全国综合实力百强区、全国绿色发展百强区、全国科技创新百强区美誉的广州市增城区，与著名的北汽集团华南基地隔路相望；云浮校区"
"广州科技职业技术大学","70万","1607","1607","2","综合类","民办","校本部：广东省广州市白云区广从九路1038号,茂名滨海校区:广东省茂名市电白区高地智慧城慧城三街8号大院","1999年，广东景大经济发展有限公司投资创办了广东南大专修学院，2004年经广东省人民政府批准成为广州科技职业技术学院，2018年升格为本科层次职业学校，2019年经教育部批准，更名为“广州科技职业技术大学”。学校形成一校两区的发展布局。广州校区位于白云区钟落潭高校园区内，滨海校区位于茂名市电白区高地智慧城。两校区占地面积共1607亩，建筑面积69.97万平方米。"
"汕尾职业技术学院","0","2001","640","2","综合类","公办","广东省汕尾市城区文德路","汕尾职业技术学院座落在风光旖旎的粤东滨海城市——广东省汕尾市城区，是一所由汕尾市人民政府创办，广东省人民政府批准，国家教育部备案的专科层次公办普通高等院校。学校遵循“以人为本、服务社会、内涵发展、彰显特色”的办学理念，注重人才培养质量，关注学生全面和谐发展。以促进学生健康成长为宗旨，关注学生全面和谐发展；树立“人才培养质量是学校生"
"广东岭南职业技术学院","55万","2001","1316","2","综合类","民办","广州校区：广东省广州市天河区大观中路492号,清远校区：广东省清远市清城区东城街道大学东路6号","建设以大健康为特色的创业型职业技术大学一、办学基本情况广东岭南职业技术学院始办于1993年的“广州岭南文化技术学校”，2001年5月经广东省人民政府批准成立。学院投资方为广州岭南教育集团有限公司，性质为民办非企业单位，实行董事会领导下的校长负责制，贺惠芬任董事长，劳汉生任校长。是一所集医药健康类、电子通信类、现代制造类、财经管理类和创意设计类"
"阳江职业技术学院","24万","2001","750","2","综合类","公办","广东省阳江市江城区东山路213号","阳江职业技术学院成立于2001年5月，是经广东省人民政府批准、国家教育部备案、阳江市人民政府举办的综合性普通高等学校。学院的前身阳江师范学校创建于1916年，学院传承了百年师范教育的优良传统，为国家培养了大批建设人才，是关山月、许章衡、谢天赐、陈章绩等艺术名家的母校，粤西地区教师队伍中坚力量的摇篮。学院以“崇德远志，精艺博才”为校训，按照“立"
"广州涉外经济职业技术学院","89万","2004","1096","2","财经类","民办","广东省广州市白云区沙太路大源北28号","广州涉外经济职业技术学院是经广东省人民政府批准、教育部备案的省属全日制普通高职院校。具有23年的办学历史，是中国涉外教育集团董事局主席康正先生投资创办，依托集团雄厚办学实力和集团化办学优势，秉承“依法治校，质量兴校，人才强校，特色立校”的办学理念，取得了良好的办学成效和社会声誉。近年来荣获“十大品牌民办高校”、“最具社会认可度学院”、"
"广州现代信息工程职业技术学院","0","2005","300","2","理工类","民办","广东省广州市天河区珠吉路660号","广州现代信息工程职业技术学院（简称：广州现代信息学院，院校代码：13912）是经广东省人民政府批准、教育部正式备案于2005年设立的全日制普通高校。学校地处广州市天河区，毗邻科学城。2010年通过广东省高职高专人才培养工作水平评估。学校是财政部、教育部批准的中央财政支持职业教育实训基地高职院校、教育部授予的“全国国防教育特色学校”、广东省绿色学校、"
"广东女子职业技术学院","50万","1981","216","2","综合类","公办","番禺校区：广东省广州市番禺区市莲路南浦村段2号,海珠校区：广东省广州市海珠区新港西路29号","广东女子职业技术学院是广东省教育厅直属的华南地区唯一一所公办女子高职院校，创办于1981年。2020年4月，学校被确定为省示范性高等职业院校；2022年被立项为“省域高水平高等职业院校建设计划培育单位”；在2022年省高等职业教育“创新强校工程”考核中排名A类高职院第9名；2023年3月，我校获批设立省博士工作站。2015年以来，学校被认定为省依法治校示范校、省大学生"
"广东工程职业技术学院","0","1958","1395","2","理工类","公办","广州校区:广东省广州市天河区渔兴路18号,清远校区:广东省清远市清城区中宿路27号","广东工程职业技术学院是省属公办高职院校，创办于1958年,前身为广东省成人科技大学，2005年转制为高职院校，是一所以工科专业为特色，文、经、管、艺等专业综合发展的高职院校。现有广州天河、省职教城（清远）两个校区，全日制在校生24000多人。学校是广东省域高水平高职院校建设单位、广东省示范性高等职业院校、国家级示范性职业教育集团（联盟）培育单位、教育"
"江门职业技术学院","0","2004","1100","2","综合类","公办","校本部：广东省江门市潮连大道6号,新宁学院校区：广东省江门市台山市台城南区沙岗湖科教文化区","江门职业技术学院是2004年7月正式挂牌成立的一所全日制公办普通高等职业院校。学校位于江门西江之滨，占地面积1100多亩，现有教职工780多人，全日制在校生15000余人，是全国职业院校“魅力校园”“2022年度全国品牌影响力高职院校”（全省仅3所高职入选）。学校以“厚德、尚能、笃学、致用”为校训，秉承“技术立校、文化育人、开放办学、服务侨乡”办学理念，2018年成"
"广东理工职业学院","30万","2005","1000","2","理工类","公办","校本部：广东省广州市越秀区下塘西路1号,中山校区：广东省中山市五桂山区丹桂路3号","广东理工职业学院成立于2005年，是省教育厅直属、以工科为主的公办高等职业院校，是省域高水平高等职业院校建设计划立项建设单位，与广东开放大学实行“一套班子，两块牌子”的管理体制，资源共享，优势互补。学校积极探索多元办学模式，开展三二分段专升本协同育人试点，高职专科与开放教育本科一体化人才培养，与普通高校共建研究生联合培养基地，设有广东省"
"广东科学技术职业学院","60万","1985","2012","2","综合类","公办","广州校区：广东省广州市天河区科华街351号,珠海校区：广东省珠海市金湾区珠海大道南侧65号","学校是广东省人民政府1985年批准设立、教育部备案的一所全日制公办普通高等学院，正厅级建制。建院之初，学院名广东省科技干部进修学院，主要承担广东省科技管理干部的继续教育培训任务，被科技部称誉为“地方继续教育的一颗明珠”。1989年更名为广东省科技干部学院，1996年成为广东省首批举办普通高职教育的院校之一。2001年与珠海市政府合作共建珠海校区。2003年经"
"中国矿业大学（北京）","45万","1909","518","2","理工类","公办","校本部：北京市海淀区学院路丁11号,沙河校区：北京市昌平区沙河高教园区南二街9号","中国矿业大学（北京）是教育部直属的全国重点高校、国家“211工程”、“985优势学科创新平台项目”、“双一流”建设高校，是全国首批产业技术创新战略联盟高校，同时也是教育部与原国家安全生产监督管理总局共建高校。1960年和1978年，学校先后两次被确定为全国重点高校，为全国首批具有博士和硕士授予权的高校之一，设有研究生院和12个学院。学校有两个校区：学院"
"吉林农业科技学院","59万","1907","2495","2","农林类","公办","九站校区：吉林省吉林市吉林经济技术开发区翰林路77号,左家校区：吉林省吉林市昌邑区左家自然保护区学府路1号","吉林农业科技学院是吉林省省属公立全日制普通本科高校，坐落在素有雾凇之都美誉的北国江城—吉林市。学校是国家级综合改革试点专业、教育部首批卓越农林人才教育培养计划改革试点项目专业建设院校、吉林省转型发展示范高校。吉林农业科技学院是一所具有悠久历史的百年学府，办学历史可追溯到1907年创办的吉林中等农学堂。2003年10月北华大学农业技术学院（吉林省"
"大庆师范学院","110万","1965","928","2","师范类","公办","黑龙江省大庆市让胡路区西宾西路","大庆师范学院坐落于享有“绿色油化之都、天然百湖之城、北国温泉之乡”美誉的中国著名石油工业城市——大庆市。学校的前身是1965年创办的大庆师范学校。1980年经教育部批准升格为大庆师范专科学校。1993年改建为大庆高等专科学校。2004年5月，教育部正式批准在大庆高等专科学校基础上建立大庆师范学院。经过半个多世纪的办学历程，学校艰苦创业、开拓进取，形成了“"
"武汉航海职业技术学院","0","1955","331","2","综合类","公办","湖北省武汉市武昌区喻家湖148号","全国交通职业教育工作先进单位全国技能人才教育突出贡献单位全国职工教育优秀示范单位湖北省最佳文明单位湖北省职业教育先进单位武汉航海职业技术学院隶属于招商局集团旗下的中国长江航运集团有限公司（简称长航集团），是经湖北省政府批准、教育部备案、国家海事局认定、主要从事高职教育与职业培训的高等职业院校。学校创建于1955年，1999年经国家教育部审批确"
"福建中医药大学","120万","1958","1030","2","医药类","公办","旗山校区：福建省福州市闽侯上街邱阳路1号,屏山校区：福建省福州市五四路282号","福建中医药大学创建于1958年，是我国创办较早的高等中医药院校之一，两次入选福建省重点建设高校，是福建省“一流大学”建设高校。学校设有13个学院（部），2个研究院；有中医学、中西医结合和中医博士专业学位3个博士学位授权点，有中医学、中西医结合、临床医学、药学、中药学、护理学、医学技术等7个硕士学位授权一级学科，有中医、中药学、药学、护理等4个硕"
"湖北理工学院","106万","1975","2190","2","理工类","公办","湖北省黄石市桂林北路16号","湖北理工学院是一所以工为主、培养应用型人才的普通高等学校，地处近代中国民族工业摇篮的湖北省黄石市。学校占地146万平方米，校舍建筑面积63.8万平方米，背靠青龙山，环绕磁湖水，环境优美，景色如画，被誉为最美的校园。学校于1975年建校，1977年开办本科专业，经历了湖北省高等学校黄石高工班、武汉工学院（黄石分院）、黄石高等专科学校等办学阶段，2004年升本"
"武汉警官职业学院","28万","1983","400","2","政法类","公办","湖北省武汉市东西湖区东吴大道1206号","武汉警官职业学院(湖北省司法警官训练总队)是经湖北省人民政府批准，由国家教育部备案，湖北省司法厅管理的全省唯一一所政法类、警察类高等职业院校。学校由湖北省警官学校、湖北省司法学校、湖北省法制报社等单位合并组建。在40年的办学历程中，学校始终坚持党对警校工作全面领导，始终坚定“警校姓党”办学政治方向，始终坚持“为党育人、为国育才、立德树人"
"长沙南方职业学院","0","2000","1000","2","综合类","民办","湖南省长沙市岳麓区含浦科教园","长沙南方职业学院2000年正式建校，于2003年经湖南省人民政府批准成立、教育部备案的全日制普通高等院校。学院位于岳麓山西南，湘江新区大学城内，毗邻千年学府的岳麓书院及中南大学、湖南大学、湖南师大、湖南中医药大学等名校，学术氛围浓郁，交通便利。学校是湖南省第一批通过人才培养水平评估的高职院校之一，2013年12月再次顺利通过教育部人才培养工作水平评估"
"福建医科大学","153万","1937","1550","2","医药类","公办","旗山校区：福建省福州市大学新区学府北路1号,乌山校区：福建省福州市交通路88号","福建医科大学创建于1937年，是我国建校较早的公立本科医学院校之一。80多年来，学校秉承“勤奋、严谨、求实、创新”的校训，砥砺“改善国民卫生的先锋，东南医药界的柱石”的初心，形成了“以人为本、求是至臻”的办学理念和“自强不息、追求卓越”的学校精神，孕育了“崇真向善、精诚致远”的校风、“厚德敬业”的教风和“博学笃行”的学风，推动学校各项事业"
"广州康大职业技术学院","0","2003","0","2","综合类","民办","广东省广州市黄埔区九龙镇康大教育园","广州康大职业技术学院由广州康弘远创投资有限公司(以下简称“康弘公司”)举办，是2003年经广东省人民政府批准、国家教育部备案、由广东省教育厅直接管理、具有独立颁发学历证书资格的全日制综合性普通高校。学院主要面向广东省招生，同时也面向外省招生，至今已累计为社会培养了近23000名专业技术技能人才。学院位于广州市黄埔区（广州开发区）“中新广州知识城”"
"长江工程职业技术学院","0","1959","452","2","理工类","公办","湖北省武汉市江夏区文化大道9号","长江工程职业技术学院（简称“长江工院”）是湖北省政府直属的公办全日制高职院校，是全国水利职业教育示范院校、全国优质水利高职院校、湖北省“双高计划”建设单位。坚持“以人才报国，保大江安澜”初心，确立了“以水利为特色、工科为骨干、多专业大类协调发展”的总体定位，明确了“十年间、三步走、上台阶”和“三步奋进、重回高点、再办本科”的发展战"
"上海商学院","0","1950","650","2","财经类","公办","奉浦校区：上海市奉贤区奉浦大道123 号,交通路院区：上海市普陀区交通路1933号","上海商学院是一所商科特色鲜明的公办应用型本科院校，前身是1950年成立的中央税务学校华东分校。学校全面贯彻党的教育方针，坚守为党育人为国育才办学初心，坚持“以商立校、应用为本”办学理念，秉承“厚德博学、经世济民”校训精神，全力打造“应用型、创新性、国际化”办学特色，努力培养具有社会责任、专业素养、实践能力、创新精神、国际视野的高素质应用"
"武汉铁路职业技术学院","0","1956","700","2","理工类","公办","湖北省武汉市江夏区藏龙大道1号","武汉铁路职业技术学院创建于1956年，2001年经湖北省人民政府批准组建高职学院，2004年由铁道部移交湖北省人民政府管理。学校是国家“双高计划”建设单位、国家示范性高等职业院校、全国优质高等职业院校、第六届黄炎培职业教育奖优秀学校、全国高校毕业生就业典型经验高校、高等职业院校服务贡献50强、高等职业院校国际影响力50强，是高等职业院校学生发展指数优秀"
"上海政法学院","70万","1984","1000","2","政法类","公办","上海市青浦区外青松公路7989号","历史沿革学校始建于1984年，历经上海市政法管理干部学院、上海法律高等专科学校和上海大学法学院等办学阶段。1993年起招收普通本科生，1998年开始招收硕士研究生。2004年9月，上海市人民政府批准在上海大学法学院（上海市政法管理干部学院）的基础上建立上海政法学院。2014年11月，学校划转上海市教育委员会管理，并由上海市教育委员会与上海市司法局共建。1956年，司"
"随州职业技术学院","0","2002","1300","2","理工类","公办","湖北省随州市迎宾大道38号","随州职业技术学院于2002年4月组建，是一所省市共建的公办全日制普通高职院校。学校坐落在中国历史文化名城、中国专用汽车之都——湖北省随州市。随州诞生了中华民族的人文始祖炎帝神农，出土了世界第八大奇迹曾侯乙编钟，孕育了隋文帝、季梁、明玉珍等历史名人，是武汉城市圈和鄂西旅游圈“两圈”节点城市，多条高铁、高速纵横其境，交织其间，交通极为便利。学"
"广东行政职业学院","0","1985","500","2","综合类","公办","广东省广州市花都区迎宾大道西28号","广东行政职业学院为省属公办高职院校，由原广东行政职业学院与原广东青年职业学院整合而成。现有花都、白云两个校区，花都校区位于广州市花都区迎宾大道西28号，白云校区位于广州市白云区钟落潭镇高职园区。校园总面积500余亩，校舍建筑面积16万平方米。校园环境清新优美，教学条件完善，教学管理规范，生活设施齐全，是青年学子求学成才的理想选择。新学校传承"
"武汉科技大学","300万","1898","2571","2","综合类","公办","青山校区：湖北省武汉市青山区和平大道947号,黄家湖校区：湖北省武汉市洪山区青菱街黄家湖西路2号","武汉科技大学是湖北省人民政府和教育部共建的地方高水平大学，是国家国防科技工业局与湖北省人民政府共建高校，是湖北省“双一流”建设重点高校，是“全国深化创新创业教育改革示范高校”、首批“国家知识产权试点高校”、首批“高等学校科技成果转化和技术转移基地”、“创新人才培养示范基地”、首批“省级双创示范基地”和“省级大学生创业示范基地”。学"
"重庆科技大学","90万","1951","3500","2","理工类","公办","重庆市沙坪坝区大学城东路20号","重庆科技学院是一所全日制公办普通本科院校，由两所1951年开始办学并保持良好声誉的原中央部委属学校——重庆工业高等专科学校和重庆石油高等专科学校合并组建，2004年5月经国家教育部正式批准设立。2017年成为硕士学位授予单位，2021年成为博士学位授予立项建设单位。学校是全国卓越工程师教育培养计划试点单位、全国应用技术大学（学院）联盟副理事长单位、全国新"
"蚌埠医科大学","115万","1958","1760","2","医药类","公办","安徽省蚌埠市东海大道2600号","1958年7月，为加快安徽建设，改变皖北地区人民群众缺医少药的局面，国家决定由原上海第二医学院（现上海交通大学医学院）以及安徽医学院（现安徽医科大学）援建创立蚌埠医学院。学校是国家首批卓越医师教育培养计划试点高校、全国首批专科医师规范化培训基地、国家级大学生创新创业实践基地和国家级大学生校外实践教育基地、教育部临床医学“5+3”改革试点高校。"
"安庆师范大学","224万","1897","2800","2","师范类","公办","菱湖校区：安徽省安庆市迎江区菱湖南路128号 ,龙山校区：安徽省安庆市集贤北路1318号","安庆师范大学坐落在国家历史文化名城、全国文明城市、中国优秀旅游城市——安庆。这里是桐城派的故里、黄梅戏的故乡，有着“千年古城、文化之邦，百年省会、戏剧之乡”的美誉。学校傍依浩瀚长江，毗邻宁安高铁、合安九高铁，地理位置优越，水、陆、空交通便利，是皖西南和大别山区域唯一冠名“大学”的高校。学校办学历史悠久，是安徽近代高等教育的发源地。18"
"阜阳师范大学","197万","1956","1715","2","师范类","公办","西湖校区：安徽省阜阳市清河西路100号,清河校区：安徽省阜阳市清河东路741号","阜阳师范大学是一所多科性本科学校，以本科教育为主，同时承担研究生培养任务。学校坐落在千年历史文化古城、中国特色魅力城市、全国文明城市——阜阳。这里钟灵毓秀、人文荟萃，是老庄文化发源地、管鲍故里、三曹故乡，晏殊、欧阳修、苏轼曾在此为官，有着“百亿粮仓、颍淮善郡、书法名城、生态水城”的美誉。学校毗邻古颍州西湖，汇千里长淮锦绣，聚三清贯"
"湖北警官学院","0","1949","512","2","政法类","公办","北校区：湖北省武汉市硚口区南泥湾大道99号,南校区：湖北省武汉市硚口区解放大道86号","湖北警官学院是湖北省省属公安本科院校，其办学历史始于1949年7月成立的湖北省人民政府公安厅干部训练班。其后，历经湖北省人民政府公安厅公安学校、中央人民公安学院武汉分院、中央第二民警干校、湖北省公安学校、湖北省人民警察学校等发展阶段。1984年4月，成立湖北省公安专科学校，正式开展公安高等教育；1993年6月，校名调整为湖北公安高等专科学校。2002年5月，"
"长沙学院","126万","1970","1970","2","综合类","公办","湖南省长沙市开福区洪山路98号","长沙学院创建于1970年，办学源头可追溯至1970年11月的长沙市革委会师训班、1978年7月的长沙基础大学、1983年5月的长沙大学。2004年由原长沙大学（专科）升格为全日制公办本科院校，实行“省市共建共管、以市为主管理”体制。学校是国家“十三五”产教融合发展工程应用型本科规划高校，全国高校实践育人创新创业示范基地，湖南省硕士学位授予单位立项建设单位，湖南省"
"广东金融学院","0","1950","2300","2","财经类","公办","校本部：广东省广州市天河区龙洞迎福路527号,肇庆校区：广东省肇庆市星湖石牌","广东金融学院是一所省属公办普通本科院校，是华南地区唯一的金融类高校。学校由中国人民银行创办于1950年，是一所具有“央行基因”的院校。学校办学层次不断提升，办学规模不断扩大。2004年从“专科”升格为“本科”，2012年起作为广东唯一的特需项目专业硕士培养试点单位招收金融专业硕士研究生，2014年起招收外国留学生，2016年与英国诺丁汉大学、宁波诺丁汉大学联"
"右江民族医学院","0","1958","1598","2","医药类","公办","广西壮族自治区百色市城乡路98号","右江民族医学院是广西壮族自治区直属全日制普通本科院校，位于广西百色市——邓小平同志领导的百色起义发源地。学校承担着本科生、研究生和留学生的培养，是广西、云南、贵州三省交界地区最大的高等医学教育中心、医疗卫生服务中心、医学科学研究中心。学校的前身是创建于1958年的百色高等医学专科学校，1978年升格为本科医学院校，并更名为右江民族医学院。1982"
"广西中医药大学","0","1956","1311","2","医药类","公办","仙葫校区：中国广西南宁市五合大道13号,明秀校区：中国广西南宁市明秀东路179号","广西中医药大学的前身为1934年成立的广西省立南宁区医药研究所，建校于1956年，1958年更名为广西中医专科学校，1964年升格为广西中医学院，1970年南宁医学专科学校并入，2012年3月经国家教育部批准正式更名为广西中医药大学，是国家中西部基础能力建设高校及国家中医药管理局与广西壮族自治区共建高校。学校以中医药学科为主，医、理、工、管等多学科协调发展，具有鲜"
